DATA,TOTAL S/ ISENTOS,Passageiros Isentos
17 de set. de 2024,512153,83494
18 de set. de 2024,504077,82824
19 de set. de 2024,492196,72553
20 de set. de 2024,473637,73494
21 de set. de 2024,211336,38016
22 de set. de 2024,98946,23343
23 de set. de 2024,504473,83633
24 de set. de 2024,517062,86866
25 de set. de 2024,514854,88506
26 de set. de 2024,511513,83207
27 de set. de 2024,496785,81271
28 de set. de 2024,219615,39751
29 de set. de 2024,105285,23535
30 de set. de 2024,498468,84900
1 de out. de 2024,520311,88919
2 de out. de 2024,511674,85189
3 de out. de 2024,507293,83334
4 de out. de 2024,493570,85433
5 de out. de 2024,220807,40979
6 de out. de 2024,0,0
7 de out. de 2024,508094,91816
8 de out. de 2024,520595,92674
9 de out. de 2024,504033,78744
10 de out. de 2024,496428,77984
11 de out. de 2024,472505,71072
12 de out. de 2024,151478,31982
13 de out. de 2024,95679,22657
14 de out. de 2024,460725,82672
15 de out. de 2024,515513,86767
16 de out. de 2024,520994,90112
17 de out. de 2024,517465,85107
18 de out. de 2024,493003,80601
19 de out. de 2024,198561,31673
20 de out. de 2024,95587,22646
21 de out. de 2024,501581,83490
22 de out. de 2024,527149,85554
23 de out. de 2024,496356,73627
24 de out. de 2024,513425,81257
25 de out. de 2024,495835,82284
26 de out. de 2024,195051,39235
27 de out. de 2024,0,0
28 de out. de 2024,496543,85443
29 de out. de 2024,520225,88702
30 de out. de 2024,523860,91908
31 de out. de 2024,515697,86627
1 de nov. de 2024,487032,83028
2 de nov. de 2024,145442,31885
3 de nov. de 2024,84448,16330
4 de nov. de 2024,506477,89106
5 de nov. de 2024,517703,90918
6 de nov. de 2024,523008,94245
7 de nov. de 2024,505115,83541
8 de nov. de 2024,501724,88473
9 de nov. de 2024,226774,41761
10 de nov. de 2024,103145,23871
11 de nov. de 2024,511885,89585
12 de nov. de 2024,520521,87629
13 de nov. de 2024,530901,94759
14 de nov. de 2024,500955,87622
15 de nov. de 2024,148405,26129
16 de nov. de 2024,192613,36579
17 de nov. de 2024,100749,22694
18 de nov. de 2024,498033,84693
19 de nov. de 2024,517436,89258
20 de nov. de 2024,166314,33503
21 de nov. de 2024,514467,87319
22 de nov. de 2024,502940,82550
23 de nov. de 2024,220888,38532
24 de nov. de 2024,99857,23692
25 de nov. de 2024,505794,86755
26 de nov. de 2024,510391,87980
27 de nov. de 2024,512121,89030
28 de nov. de 2024,502393,82149
29 de nov. de 2024,493595,87533
30 de nov. de 2024,227657,40999
1 de dez. de 2024,119262,25541
2 de dez. de 2024,486210,83874
3 de dez. de 2024,502520,90317
4 de dez. de 2024,501096,92326
5 de dez. de 2024,505470,92017
6 de dez. de 2024,494078,89894
7 de dez. de 2024,165080,27065
8 de dez. de 2024,94846,19993
9 de dez. de 2024,444027,65262
10 de dez. de 2024,488929,85077
11 de dez. de 2024,501019,92669
12 de dez. de 2024,492552,86693
13 de dez. de 2024,478763,84494
14 de dez. de 2024,222617,37490
15 de dez. de 2024,128150,25923
16 de dez. de 2024,466499,83981
17 de dez. de 2024,471925,84270
18 de dez. de 2024,458695,85560
19 de dez. de 2024,435249,77872
20 de dez. de 2024,414303,76457
21 de dez. de 2024,226915,41911
22 de dez. de 2024,116031,24705
23 de dez. de 2024,336210,66630
24 de dez. de 2024,185599,38202
25 de dez. de 2024,99853,27868
26 de dez. de 2024,277234,48050
27 de dez. de 2024,302979,58129
28 de dez. de 2024,179708,34664
29 de dez. de 2024,89892,21004
30 de dez. de 2024,257764,57760
31 de dez. de 2024,131317,31753
1 de jan. de 2025,47178,13824
2 de jan. de 2025,262723,51019
3 de jan. de 2025,295889,61999
4 de jan. de 2025,171638,35229
5 de jan. de 2025,5196,22017
6 de jan. de 2025,383870,76685
7 de jan. de 2025,398824,76686
8 de jan. de 2025,406252,80328
9 de jan. de 2025,405373,74804
10 de jan. de 2025,401229,74747
11 de jan. de 2025,187670,35426
12 de jan. de 2025,94991,21065
13 de jan. de 2025,412332,75313
14 de jan. de 2025,429471,76278
15 de jan. de 2025,433267,80746
16 de jan. de 2025,422791,71707
17 de jan. de 2025,411073,69462
18 de jan. de 2025,186357,33428
19 de jan. de 2025,82635,26303
20 de jan. de 2025,423530,73208
21 de jan. de 2025,441026,76290
22 de jan. de 2025,431984,74233
23 de jan. de 2025,439577,73699
24 de jan. de 2025,421852,71037
25 de jan. de 2025,197095,35431
26 de jan. de 2025,103197,22321
27 de jan. de 2025,426721,75018
28 de jan. de 2025,442296,76171
29 de jan. de 2025,441797,79588
30 de jan. de 2025,442262,75307
31 de jan. de 2025,433350,75322
1 de fev. de 2025,197162,37000
2 de fev. de 2025,87491,34284
3 de fev. de 2025,443185,77763
4 de fev. de 2025,467066,84237
5 de fev. de 2025,476565,88668
6 de fev. de 2025,477758,85022
7 de fev. de 2025,455870,80385
8 de fev. de 2025,210597,40996
9 de fev. de 2025,94832,37937
10 de fev. de 2025,477185,87530
11 de fev. de 2025,488145,84965
12 de fev. de 2025,487232,86519
13 de fev. de 2025,479369,81140
14 de fev. de 2025,481790,81591
15 de fev. de 2025,212102,38567
16 de fev. de 2025,106140,23170
17 de fev. de 2025,483249,82946
18 de fev. de 2025,470579,72625
19 de fev. de 2025,499533,89025
20 de fev. de 2025,494481,83430
21 de fev. de 2025,480125,81086
22 de fev. de 2025,212511,39482
23 de fev. de 2025,107423,23567
24 de fev. de 2025,496249,82236
25 de fev. de 2025,507122,84771
26 de fev. de 2025,510883,88111
27 de fev. de 2025,497610,79765
28 de fev. de 2025,482651,84861
1 de mar. de 2025,194055,37389
2 de mar. de 2025,114556,22382
3 de mar. de 2025,215113,39155
4 de mar. de 2025,163136,26912
5 de mar. de 2025,375431,72307
6 de mar. de 2025,502507,94396
7 de mar. de 2025,494031,96262
8 de mar. de 2025,216770,42419
9 de mar. de 2025,105115,22774
10 de mar. de 2025,509989,93776
11 de mar. de 2025,519677,88450
12 de mar. de 2025,518023,90466
13 de mar. de 2025,518536,85595
14 de mar. de 2025,503983,85703
15 de mar. de 2025,256490,40202
16 de mar. de 2025,106670,22392
17 de mar. de 2025,518079,87069
18 de mar. de 2025,521037,85146
19 de mar. de 2025,529824,93175
20 de mar. de 2025,525195,87597
21 de mar. de 2025,505343,84132
22 de mar. de 2025,216421,39251
23 de mar. de 2025,106754,23390
24 de mar. de 2025,513936,82979
25 de mar. de 2025,532342,86304
26 de mar. de 2025,531320,89231
27 de mar. de 2025,532408,87783
28 de mar. de 2025,510476,85889
29 de mar. de 2025,217504,39352
30 de mar. de 2025,111316,23886
31 de mar. de 2025,518056,85869
1 de abr. de 2025,524316,89065
2 de abr. de 2025,535254,94406
3 de abr. de 2025,528914,89777
4 de abr. de 2025,511834,89168
5 de abr. de 2025,216099,39164
6 de abr. de 2025,100103,21362
7 de abr. de 2025,517714,92197
8 de abr. de 2025,526232,90702
9 de abr. de 2025,531220,93300
10 de abr. de 2025,536354,91424
11 de abr. de 2025,515336,87562
12 de abr. de 2025,226739,41563
13 de abr. de 2025,95894,21033
14 de abr. de 2025,521214,87186
15 de abr. de 2025,538595,92487
16 de abr. de 2025,532123,95273
17 de abr. de 2025,468688,80162
18 de abr. de 2025,114678,38624
19 de abr. de 2025,173873,35615
20 de abr. de 2025,94433,18868
21 de abr. de 2025,125417,24568
22 de abr. de 2025,514628,87822
23 de abr. de 2025,523480,90025
24 de abr. de 2025,525133,78053
25 de abr. de 2025,506289,86171
26 de abr. de 2025,204612,36236
27 de abr. de 2025,120654,26982
28 de abr. de 2025,518515,87798
29 de abr. de 2025,527555,92229
30 de abr. de 2025,511955,94841
1 de mai. de 2025,135066,24948
2 de mai. de 2025,367587,72792
3 de mai. de 2025,204755,39142
4 de mai. de 2025,109710,23895
5 de mai. de 2025,521255,94704
6 de mai. de 2025,532068,96678
7 de mai. de 2025,534652,99888
8 de mai. de 2025,530726,95257
9 de mai. de 2025,507697,90779
10 de mai. de 2025,216202,39232
11 de mai. de 2025,102176,20988
12 de mai. de 2025,505512,85761
13 de mai. de 2025,523803,88564
14 de mai. de 2025,525603,90931
15 de mai. de 2025,521784,87075
16 de mai. de 2025,508366,85237
17 de mai. de 2025,220706,39950
18 de mai. de 2025,109553,23630
19 de mai. de 2025,502516,78059
20 de mai. de 2025,529402,89192
21 de mai. de 2025,525572,89000
22 de mai. de 2025,509110,75826
23 de mai. de 2025,502991,81294
24 de mai. de 2025,189415,38356
25 de mai. de 2025,105912,22772
26 de mai. de 2025,506928,85672
27 de mai. de 2025,522811,90263
28 de mai. de 2025,515491,84804
29 de mai. de 2025,501854,77366
30 de mai. de 2025,488670,81030
31 de mai. de 2025,209438,37872
1 de jun. de 2025,101961,21775
2 de jun. de 2025,503413,86804
3 de jun. de 2025,488793,80401
4 de jun. de 2025,523527,93997
5 de jun. de 2025,475972,61105
6 de jun. de 2025,504871,93078
7 de jun. de 2025,210834,39005
8 de jun. de 2025,99873,21275
9 de jun. de 2025,497151,82341
10 de jun. de 2025,517065,88177
11 de jun. de 2025,525775,90604
12 de jun. de 2025,509829,78357
13 de jun. de 2025,495645,81701
14 de jun. de 2025,220136,38926
15 de jun. de 2025,94973,18133
16 de jun. de 2025,508679,82757
17 de jun. de 2025,522648,87051
18 de jun. de 2025,520342,91448
19 de jun. de 2025,154064,28948
20 de jun. de 2025,350207,62413
21 de jun. de 2025,203111,36922
22 de jun. de 2025,99013,19561
23 de jun. de 2025,470157,65684
24 de jun. de 2025,488877,76121
25 de jun. de 2025,495915,81655
26 de jun. de 2025,490758,72692
27 de jun. de 2025,481294,76028
28 de jun. de 2025,206596,35675
29 de jun. de 2025,105417,20925
30 de jun. de 2025,469487,71940
1 de jul. de 2025,469274,68170
2 de jul. de 2025,467860,71199
3 de jul. de 2025,473960,77407
4 de jul. de 2025,462921,77435
5 de jul. de 2025,218060,39165
6 de jul. de 2025,105410,21751
7 de jul. de 2025,459057,86029
8 de jul. de 2025,467009,82711
9 de jul. de 2025,467255,83822
10 de jul. de 2025,462618,80861
11 de jul. de 2025,440515,77357
12 de jul. de 2025,210782,37294
13 de jul. de 2025,107485,21795
14 de jul. de 2025,434986,76933
15 de jul. de 2025,456383,80878
16 de jul. de 2025,457428,85056
17 de jul. de 2025,452064,77374
18 de jul. de 2025,437070,74601
19 de jul. de 2025,211048,37223
20 de jul. de 2025,108913,22196
21 de jul. de 2025,440942,77024
22 de jul. de 2025,464584,80593
23 de jul. de 2025,468233,85267
24 de jul. de 2025,458694,72533
25 de jul. de 2025,449472,78958
26 de jul. de 2025,210755,38092
27 de jul. de 2025,112260,23038
28 de jul. de 2025,473401,79115
29 de jul. de 2025,494843,84209
30 de jul. de 2025,488660,86528
31 de jul. de 2025,488314,82806
1 de ago. de 2025,477379,85214
2 de ago. de 2025,212220,39923
3 de ago. de 2025,109917,23881
4 de ago. de 2025,492745,86829
5 de ago. de 2025,509183,87675
6 de ago. de 2025,516343,94764
7 de ago. de 2025,512858,91785
8 de ago. de 2025,483996,76888
9 de ago. de 2025,214639,39031
10 de ago. de 2025,100399,20264
11 de ago. de 2025,496131,85401
12 de ago. de 2025,519734,88137
13 de ago. de 2025,523079,91984
14 de ago. de 2025,516329,85593
15 de ago. de 2025,496717,79969
16 de ago. de 2025,213549,38786
17 de ago. de 2025,106367,22664
18 de ago. de 2025,506079,84382
19 de ago. de 2025,522688,86817
20 de ago. de 2025,518389,86611
21 de ago. de 2025,525876,87165
22 de ago. de 2025,494346,83152
23 de ago. de 2025,230340,39287
24 de ago. de 2025,109292,20067
25 de ago. de 2025,502739,83072
26 de ago. de 2025,480350,59388
27 de ago. de 2025,518520,88792
28 de ago. de 2025,515626,86055
29 de ago. de 2025,499511,85800
30 de ago. de 2025,218783,40742
31 de ago. de 2025,105703,23208
1 de set. de 2025,507967,88833
2 de set. de 2025,523545,92704
3 de set. de 2025,525608,96752
4 de set. de 2025,517893,91928
5 de set. de 2025,497882,90951
6 de set. de 2025,195722,36826
7 de set. de 2025,101651,21142
8 de set. de 2025,155043,29946
9 de set. de 2025,429045,76684
10 de set. de 2025,601599,113238
11 de set. de 2025,518392,90100
12 de set. de 2025,510752,88429
13 de set. de 2025,216763,39662
14 de set. de 2025,110182,22968
15 de set. de 2025,515813,89856
16 de set. de 2025,521497,89420
17 de set. de 2025,526801,92900
18 de set. de 2025,521534,87553
19 de set. de 2025,501981,85612
20 de set. de 2025,217756,39979
21 de set. de 2025,103012,21165
22 de set. de 2025,438264,61700
23 de set. de 2025,520367,90674
24 de set. de 2025,521442,93435
25 de set. de 2025,511156,80692
26 de set. de 2025,490415,80791
27 de set. de 2025,212539,39721
28 de set. de 2025,104136,21871
29 de set. de 2025,502990,87834
30 de set. de 2025,504678,88056
1 de out. de 2025,524853,95441
2 de out. de 2025,512100,83804
3 de out. de 2025,489311,79799
4 de out. de 2025,215612,41306
5 de out. de 2025,103084,39269
6 de out. de 2025,505037,93122
7 de out. de 2025,504855,83769
8 de out. de 2025,485845,72409
9 de out. de 2025,501857,81988
10 de out. de 2025,472561,75620
11 de out. de 2025,215921,42329
12 de out. de 2025,98485,20325
13 de out. de 2025,484864,85886
14 de out. de 2025,528333,92785
15 de out. de 2025,502852,92866
16 de out. de 2025,523455,89989
17 de out. de 2025,501661,84639
18 de out. de 2025,208100,37055
19 de out. de 2025,109644,22804
20 de out. de 2025,495596,85347
21 de out. de 2025,512655,87577
22 de out. de 2025,515854,92884
23 de out. de 2025,515287,88188
24 de out. de 2025,492326,85056
25 de out. de 2025,219160,41193
26 de out. de 2025,107446,22327
27 de out. de 2025,483014,80289
28 de out. de 2025,512837,84625
29 de out. de 2025,520734,90768
30 de out. de 2025,517304,87625
31 de out. de 2025,500246,87793
1 de nov. de 2025,212829,41877
2 de nov. de 2025,93386,21267
3 de nov. de 2025,505921,90157
4 de nov. de 2025,527829,95497
5 de nov. de 2025,530883,98530
6 de nov. de 2025,526113,95333
7 de nov. de 2025,500364,92950
8 de nov. de 2025,230504,42556
9 de nov. de 2025,108489,23327
10 de nov. de 2025,513813,94565
11 de nov. de 2025,526214,94045
12 de nov. de 2025,521649,95573
13 de nov. de 2025,516775,85557
14 de nov. de 2025,503706,87624
15 de nov. de 2025,168473,32350
16 de nov. de 2025,105910,22312
17 de nov. de 2025,497694,82748
