"Ano,Bimestre,Funcao,Subfuncao,Despesas_Empenhadas_Bimestre,Despesas_Liquidadas_Bimestre"
"2018,6º Bimestre,SAÚDE,VIGILANCIA SANITARIA,1812576.39,2568126.6"
"2018,6º Bimestre,SAÚDE,VIGILANCIA EPIDEMIOLÓGIA,2494272.67,1176358.17"
"2018,6º Bimestre,TRABALHO,ADMINISTRAÇÃO GERAL,728579.1,842148.01"
"2018,6º Bimestre,TRABALHO,FOMENTO AO TRABALHO,120150.91,0.0"
"2018,6º Bimestre,EDUCAÇÃO,ENSINO FUNDAMENTAL,149683654.69,142280991.53"
"2018,6º Bimestre,EDUCAÇÃO,EDUCAÇÃO INFANTIL,98640903.85,59368899.69"
"2018,6º Bimestre,CULTURA,ADMINISTRAÇÃO GERAL,7487831.59,6632881.5"
"2018,6º Bimestre,CULTURA,COMUNICAÇÃO SOCIAL,0.0,201000.0"
"2018,6º Bimestre,CULTURA,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,231689.52,812966.81"
"2018,6º Bimestre,CULTURA,PAT. HISTORICO, ARTISTICO E ARQUEOLOGICO,-1030.0,97136.13"
"2018,6º Bimestre,CULTURA,DIFUSÃO CULTURAL,2531618.53,1772247.35"
"2018,6º Bimestre,DIREITO DA CIDADANIA,DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS,45.63,1271.21"
"2018,6º Bimestre,URBANISMO,ADMINISTRAÇÃO GERAL,18149889.82,17929089.03"
"2018,6º Bimestre,URBANISMO,NORMATIZAÇÃO E FISCALIZAÇÃO,712020.94,397486.72"
"2018,6º Bimestre,URBANISMO,INFRA ESTRUTURA URBANA,39135297.9,25865902.33"
"2018,6º Bimestre,URBANISMO,SERVIÇOS URBANOS,14148450.69,13489416.16"
"2018,6º Bimestre,URBANISMO,TRANSPORTES COLETIVOS URBANOS,163419802.77,148187245.13"
"2018,6º Bimestre,URBANISMO,CONTROLE AMBIENTAL,0.0,0.0"
"2018,6º Bimestre,URBANISMO,RECUPERAÇÃO DE AREAS DEGRADADAS,-14.26,1839662.5"
"2018,6º Bimestre,HABITAÇÃO,HABITAÇÃO URBANA,5598703.01,787196.18"
"2018,6º Bimestre,SANEAMENTO,SANEAMENTO BÁSICO URBANO,14519633.72,22703462.54"
"2018,6º Bimestre,SANEAMENTO,CONTROLE AMBIENTAL,324032.43,570727.74"
"2018,6º Bimestre,GESTÃO AMBIENTAL,ADMINISTRAÇÃO GERAL,12063648.51,11234210.16"
"2018,6º Bimestre,GESTÃO AMBIENTAL,VIGILANCIA SANITARIA,24123.46,20829.11"
"2018,6º Bimestre,GESTÃO AMBIENTAL,INFRA ESTRUTURA URBANA,1247085.39,241910.01"
"2018,6º Bimestre,GESTÃO AMBIENTAL,PRESERVAÇÃO E CONS AMBIENTAL,1093281.8,1079328.17"
"2018,6º Bimestre,GESTÃO AMBIENTAL,CONTROLE AMBIENTAL,4065630.17,3416080.47"
"2018,6º Bimestre,GESTÃO AMBIENTAL,RECUPERAÇÃO DE AREAS DEGRADADAS,2655759.36,5833216.72"
"2018,6º Bimestre,INDÚSTRIA,PROMOÇÃO INDUSTRIAL,334000.0,334000.0"
"2018,6º Bimestre,COMÉRCIO E SERVIÇOS,ADMINISTRAÇÃO GERAL,4463434.28,4519071.5"
"2018,6º Bimestre,COMÉRCIO E SERVIÇOS,COMUNICAÇÃO SOCIAL,30000.0,800.0"
"2018,6º Bimestre,COMÉRCIO E SERVIÇOS,COMERCIALIZAÇÃO,7484005.34,5651821.96"
"2018,6º Bimestre,COMÉRCIO E SERVIÇOS,TURISMO,247127.0,148462.39"
"2018,6º Bimestre,DESPORTO E LAZER,ADMINISTRAÇÃO GERAL,3895467.83,4425377.71"
"2018,6º Bimestre,DESPORTO E LAZER,ASSISTENCIA A CRIANÇA E AO ADOLESCENTE,96230.27,79537.7"
"2018,6º Bimestre,DESPORTO E LAZER,DESPORTO DE RENDIMENTO,7963.1,12029.45"
"2018,6º Bimestre,DESPORTO E LAZER,DESPORTO COMUNITÁRIO,122539.06,319629.2"
"2018,6º Bimestre,DESPORTO E LAZER,LAZER,3355330.69,61510.25"
"2018,6º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA INTERNA,8540769.75,15816927.8"
"2018,6º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA EXTERNA,4985.45,4985.45"
"2018,6º Bimestre,ENCARGOS ESPECIAIS,OUTROS ENCARGOS ESPECIAIS,29316187.23,34768064.01"
"2019,1º Bimestre,LEGISLATIVA,AÇÃO LEGISLATIVA,22108087.0,16310045.43"
"2019,1º Bimestre,ESSENCIAL A JUSTIÇA,DEFESA DO INT. PUB. NO PROC. JUDIC.,443405.09,252545.81"
"2019,1º Bimestre,ESSENCIAL A JUSTIÇA,REPRESENTAÇÃO JUDICIAL E EXTRAJUDICIAL,2032726.48,2030726.48"
"2019,1º Bimestre,ESSENCIAL A JUSTIÇA,ADMINISTRAÇÃO GERAL,3992722.0,3992722.0"
"2019,1º Bimestre,ADMINISTRAÇÃO,PLANEJAMENTO E ORÇAMENTO,0.0,0.0"
"2019,1º Bimestre,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,73391522.98,66697771.69"
"2019,1º Bimestre,ADMINISTRAÇÃO,TECNOLOGIA DA INFORMAÇÃO,7563329.05,2613000.0"
"2019,1º Bimestre,ADMINISTRAÇÃO,FORMAÇÃO DE RECURSOS HUMANOS,202456.75,138808.0"
"2019,1º Bimestre,ADMINISTRAÇÃO,ADMINISTRAÇÃO DE RECEITAS,2303076.85,992110.0"
"2019,1º Bimestre,ADMINISTRAÇÃO,COMUNICAÇÃO SOCIAL,2378542.95,3632000.0"
"2019,1º Bimestre,ADMINISTRAÇÃO,ASSISTENCIA A CRIANÇA E AO ADOLESCENTE,17500.0,17000.0"
"2019,1º Bimestre,SEGURANÇA PÚBLICA,ADMINISTRAÇÃO GERAL,16911813.48,15707471.9"
"2019,1º Bimestre,SEGURANÇA PÚBLICA,POLICIAMENTO,401692.4,583000.0"
"2019,1º Bimestre,SEGURANÇA PÚBLICA,DEFESA CIVIL,0.0,0.0"
"2019,1º Bimestre,SEGURANÇA PÚBLICA,INFORMAÇÃO E INTELIGENCIA,25660.28,26000.0"
"2019,1º Bimestre,SEGURANÇA PÚBLICA,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,0.0,0.0"
"2019,1º Bimestre,SEGURANÇA PÚBLICA,ASSISTENCIA COMUNITARIA,0.0,22000.0"
"2019,1º Bimestre,ASSISTÊNCIA SOCIAL,ADMINISTRAÇÃO GERAL,1500473.1,121510.92"
"2019,1º Bimestre,ASSISTÊNCIA SOCIAL,COMUNICAÇÃO SOCIAL,0.0,0.0"
"2019,1º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA AO IDOSO,0.0,0.0"
"2019,1º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA AO PORTADOR DE DEFICIENCIA,1679921.0,29000.0"
"2019,1º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTENCIA A CRIANÇA E AO ADOLESCENTE,4681502.17,3504369.31"
"2019,1º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA COMUNITARIA,17239821.37,16862594.31"
"2019,1º Bimestre,PREVIDÊNCIA SOCIAL,PREVIDENCIA DO ESTATUTÁRIO,182697231.98,113735408.18"
"2019,1º Bimestre,SAÚDE,ATENÇÃO BÁSICA,105251922.24,108165215.75"
"2019,1º Bimestre,SAÚDE,ASSISTENCIA HOSPITALAR E AMBULATORIAL,176477933.97,160306678.95"
"2019,1º Bimestre,SAÚDE,VIGILANCIA SANITARIA,2333300.01,1831649.32"
"2019,1º Bimestre,SAÚDE,VIGILANCIA EPIDEMIOLÓGIA,1610046.39,1621045.36"
"2019,1º Bimestre,TRABALHO,ADMINISTRAÇÃO GERAL,621848.94,628288.63"
"2019,1º Bimestre,TRABALHO,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,0.0,0.0"
"2019,1º Bimestre,TRABALHO,FOMENTO AO TRABALHO,37344.0,77582.86"
"2019,1º Bimestre,EDUCAÇÃO,ENSINO FUNDAMENTAL,133360020.49,192761124.24"
"2019,1º Bimestre,EDUCAÇÃO,EDUCAÇÃO INFANTIL,49102396.4,49314373.47"
"2019,1º Bimestre,CULTURA,ADMINISTRAÇÃO GERAL,7305914.17,8288039.53"
"2019,1º Bimestre,CULTURA,COMUNICAÇÃO SOCIAL,125500.0,20109.9"
"2019,1º Bimestre,CULTURA,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,0.0,4973.13"
"2019,1º Bimestre,CULTURA,PAT. HISTORICO, ARTISTICO E ARQUEOLOGICO,282300.02,998158.73"
"2019,1º Bimestre,CULTURA,DIFUSÃO CULTURAL,232720.57,35525.94"
"2019,1º Bimestre,DIREITO DA CIDADANIA,DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS,179276.0,5525.94"
"2019,1º Bimestre,URBANISMO,ADMINISTRAÇÃO GERAL,16542101.19,16234320.07"
"2019,1º Bimestre,URBANISMO,NORMATIZAÇÃO E FISCALIZAÇÃO,675503.81,809141.96"
"2019,1º Bimestre,URBANISMO,COMUNICAÇÃO SOCIAL,0.0,7011.293"
"2019,1º Bimestre,URBANISMO,INFRA ESTRUTURA URBANA,18309719.52,28292586.43"
"2019,1º Bimestre,URBANISMO,SERVIÇOS URBANOS,36528241.85,94105577.47"
"2019,1º Bimestre,URBANISMO,TRANSPORTES COLETIVOS URBANOS,126970589.69,60016518.55"
"2019,1º Bimestre,URBANISMO,CONTROLE AMBIENTAL,0.0,0.0"
"2019,1º Bimestre,URBANISMO,RECUPERAÇÃO DE AREAS DEGRADADAS,283930.18,0.0"
"2019,1º Bimestre,HABITAÇÃO,HABITAÇÃO URBANA,1200000.0,1721450.0"
"2019,1º Bimestre,SANEAMENTO,SANEAMENTO BÁSICO URBANO,27928957.19,13821800.97"
"2019,1º Bimestre,SANEAMENTO,CONTROLE AMBIENTAL,0.0,0.0"
"2019,1º Bimestre,GESTÃO AMBIENTAL,ADMINISTRAÇÃO GERAL,10414378.17,10717908.29"
"2019,1º Bimestre,GESTÃO AMBIENTAL,VIGILANCIA SANITARIA,0.0,0.0"
"2019,1º Bimestre,GESTÃO AMBIENTAL,INFRA ESTRUTURA URBANA,0.0,0.0"
"2019,1º Bimestre,GESTÃO AMBIENTAL,PRESERVAÇÃO E CONS AMBIENTAL,1348706.92,1485346.37"
"2019,1º Bimestre,GESTÃO AMBIENTAL,CONTROLE AMBIENTAL,2941330.34,9565769.14"
"2019,1º Bimestre,GESTÃO AMBIENTAL,RECUPERAÇÃO DE AREAS DEGRADADAS,0.0,2661571.4"
"2019,1º Bimestre,INDÚSTRIA,PROMOÇÃO INDUSTRIAL,0.0,0.0"
"2019,1º Bimestre,COMÉRCIO E SERVIÇOS,ADMINISTRAÇÃO GERAL,460583.77,5960968.2"
"2019,1º Bimestre,COMÉRCIO E SERVIÇOS,COMUNICAÇÃO SOCIAL,0.0,63829.54"
"2019,1º Bimestre,COMÉRCIO E SERVIÇOS,COMERCIALIZAÇÃO,4972965.92,4166521.73"
"2019,1º Bimestre,COMÉRCIO E SERVIÇOS,TURISMO,56125.75,4068742.35"
"2019,1º Bimestre,DESPORTO E LAZER,ADMINISTRAÇÃO GERAL,3857119.6,4167800.0"
"2019,1º Bimestre,DESPORTO E LAZER,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,0.0,0.0"
"2019,1º Bimestre,DESPORTO E LAZER,DESPORTO DE RENDIMENTO,0.0,0.0"
"2019,1º Bimestre,DESPORTO E LAZER,DESPORTO COMUNITÁRIO,0.0,0.0"
"2019,1º Bimestre,DESPORTO E LAZER,LAZER,0.0,0.0"
"2019,1º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA INTERNA,29854332.28,47381463.43"
"2019,1º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA EXTERNA,8296253.36,18137621.67"
"2019,1º Bimestre,ENCARGOS ESPECIAIS,OUTROS ENCARGOS ESPECIAIS,13273868.66,14347079.65"
"2019,2º Bimestre,LEGISLATIVA,AÇÃO LEGISLATIVA,17432739.18,18484760.79"
"2019,2º Bimestre,ESSENCIAL A JUSTIÇA,DEFESA DO INT. PUB. NO PROC. JUDIC.,450147.68,275510.47"
"2019,2º Bimestre,ESSENCIAL A JUSTIÇA,REPRESENTAÇÃO JUDICIAL E EXTRAJUDICIAL,2011957.57,2032726.48"
"2019,2º Bimestre,ESSENCIAL A JUSTIÇA,ADMINISTRAÇÃO GERAL,5506277.21,5247585.06"
"2019,2º Bimestre,ADMINISTRAÇÃO,PLANEJAMENTO E ORÇAMENTO,0.0,0.0"
"2019,2º Bimestre,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,76308100.36,9074981.08"
"2019,2º Bimestre,ADMINISTRAÇÃO,TECNOLOGIA DA INFORMAÇÃO,8800019.47,4856156.9"
"2019,2º Bimestre,ADMINISTRAÇÃO,FORMAÇÃO DE RECURSOS HUMANOS,152171.75,174512.7"
"2019,2º Bimestre,ADMINISTRAÇÃO,ADMINISTRAÇÃO DE RECEITAS,665517.42,70464.32"
"2019,2º Bimestre,ADMINISTRAÇÃO,COMUNICAÇÃO SOCIAL,3499880.0,2900000.0"
"2019,2º Bimestre,ADMINISTRAÇÃO,ASSISTENCIA A CRIANÇA E AO ADOLESCENTE,17500.0,17000.0"
"2019,2º Bimestre,SEGURANÇA PÚBLICA,ADMINISTRAÇÃO GERAL,16911813.48,15707471.9"
"2019,2º Bimestre,SEGURANÇA PÚBLICA,POLICIAMENTO,401692.4,583000.0"
"2019,2º Bimestre,SEGURANÇA PÚBLICA,DEFESA CIVIL,0.0,0.0"
"2019,2º Bimestre,SEGURANÇA PÚBLICA,INFORMAÇÃO E INTELIGENCIA,25660.28,26000.0"
"2019,2º Bimestre,SEGURANÇA PÚBLICA,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,0.0,0.0"
"2019,2º Bimestre,SEGURANÇA PÚBLICA,ASSISTENCIA COMUNITARIA,0.0,22000.0"
"2019,2º Bimestre,ASSISTÊNCIA SOCIAL,ADMINISTRAÇÃO GERAL,1500473.1,121510.92"
"2019,2º Bimestre,ASSISTÊNCIA SOCIAL,COMUNICAÇÃO SOCIAL,0.0,0.0"
"2019,2º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA AO IDOSO,0.0,0.0"
"2019,2º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA AO PORTADOR DE DEFICIENCIA,1679921.0,29000.0"
"2019,2º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTENCIA A CRIANÇA E AO ADOLESCENTE,4681502.17,3504369.31"
"2019,2º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA COMUNITARIA,17239821.37,16862594.31"
"2019,2º Bimestre,PREVIDÊNCIA SOCIAL,PREVIDENCIA DO ESTATUTÁRIO,182697231.98,113735408.18"
"2019,2º Bimestre,SAÚDE,ATENÇÃO BÁSICA,105251922.24,108165215.75"
"2019,2º Bimestre,SAÚDE,ASSISTENCIA HOSPITALAR E AMBULATORIAL,176477933.97,160306678.95"
"2019,2º Bimestre,SAÚDE,VIGILANCIA SANITARIA,2333300.01,1831649.32"
"2019,2º Bimestre,SAÚDE,VIGILANCIA EPIDEMIOLÓGIA,1610046.39,1621045.36"
"2019,2º Bimestre,TRABALHO,ADMINISTRAÇÃO GERAL,621848.94,628288.63"
"2019,2º Bimestre,TRABALHO,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,0.0,0.0"
"2019,2º Bimestre,TRABALHO,FOMENTO AO TRABALHO,37344.0,77582.86"
"2019,2º Bimestre,EDUCAÇÃO,ENSINO FUNDAMENTAL,133360020.49,192761124.24"
"2019,2º Bimestre,EDUCAÇÃO,EDUCAÇÃO INFANTIL,49102396.4,49314373.47"
"2019,2º Bimestre,CULTURA,ADMINISTRAÇÃO GERAL,7305914.17,8288039.53"
"2019,2º Bimestre,CULTURA,COMUNICAÇÃO SOCIAL,125500.0,20109.9"
"2019,2º Bimestre,CULTURA,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,0.0,4973.13"
"2019,2º Bimestre,CULTURA,PAT. HISTORICO, ARTISTICO E ARQUEOLOGICO,282300.02,998158.73"
"2019,2º Bimestre,CULTURA,DIFUSÃO CULTURAL,232720.57,35525.94"
"2019,2º Bimestre,DIREITO DA CIDADANIA,DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS,179276.0,5525.94"
"2019,2º Bimestre,URBANISMO,ADMINISTRAÇÃO GERAL,16542101.19,16234320.07"
"2019,2º Bimestre,URBANISMO,NORMATIZAÇÃO E FISCALIZAÇÃO,675503.81,809141.96"
"2019,2º Bimestre,URBANISMO,COMUNICAÇÃO SOCIAL,0.0,7011.293"
"2019,2º Bimestre,URBANISMO,INFRA ESTRUTURA URBANA,18309719.52,28292586.43"
"2019,2º Bimestre,URBANISMO,SERVIÇOS URBANOS,36528241.85,94105577.47"
"2019,2º Bimestre,URBANISMO,TRANSPORTES COLETIVOS URBANOS,126970589.69,60016518.55"
"2019,2º Bimestre,URBANISMO,CONTROLE AMBIENTAL,0.0,0.0"
"2019,2º Bimestre,URBANISMO,RECUPERAÇÃO DE AREAS DEGRADADAS,283930.18,0.0"
"2019,2º Bimestre,HABITAÇÃO,HABITAÇÃO URBANA,1200000.0,1721450.0"
"2019,2º Bimestre,SANEAMENTO,SANEAMENTO BÁSICO URBANO,27928957.19,13821800.97"
"2019,2º Bimestre,SANEAMENTO,CONTROLE AMBIENTAL,0.0,0.0"
"2019,2º Bimestre,GESTÃO AMBIENTAL,ADMINISTRAÇÃO GERAL,10414378.17,10717908.29"
"2019,2º Bimestre,GESTÃO AMBIENTAL,VIGILANCIA SANITARIA,0.0,0.0"
"2019,2º Bimestre,GESTÃO AMBIENTAL,INFRA ESTRUTURA URBANA,0.0,0.0"
"2019,2º Bimestre,GESTÃO AMBIENTAL,PRESERVAÇÃO E CONS AMBIENTAL,1348706.92,1485346.37"
"2019,2º Bimestre,GESTÃO AMBIENTAL,CONTROLE AMBIENTAL,2941330.34,9565769.14"
"2019,2º Bimestre,GESTÃO AMBIENTAL,RECUPERAÇÃO DE AREAS DEGRADADAS,0.0,2661571.4"
"2019,2º Bimestre,INDÚSTRIA,PROMOÇÃO INDUSTRIAL,0.0,0.0"
"2019,2º Bimestre,COMÉRCIO E SERVIÇOS,ADMINISTRAÇÃO GERAL,460583.77,5960968.2"
"2019,2º Bimestre,COMÉRCIO E SERVIÇOS,COMUNICAÇÃO SOCIAL,0.0,63829.54"
"2019,2º Bimestre,COMÉRCIO E SERVIÇOS,COMERCIALIZAÇÃO,4972965.92,4166521.73"
"2019,2º Bimestre,COMÉRCIO E SERVIÇOS,TURISMO,56125.75,4068742.35"
"2019,2º Bimestre,DESPORTO E LAZER,ADMINISTRAÇÃO GERAL,3857119.6,4167800.0"
"2019,2º Bimestre,DESPORTO E LAZER,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,0.0,0.0"
"2019,2º Bimestre,DESPORTO E LAZER,DESPORTO DE RENDIMENTO,0.0,0.0"
"2019,2º Bimestre,DESPORTO E LAZER,DESPORTO COMUNITÁRIO,0.0,0.0"
"2019,2º Bimestre,DESPORTO E LAZER,LAZER,0.0,0.0"
"2019,2º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA INTERNA,29854332.28,47381463.43"
"2019,2º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA EXTERNA,8296253.36,18137621.67"
"2019,2º Bimestre,ENCARGOS ESPECIAIS,OUTROS ENCARGOS ESPECIAIS,13273868.66,14347079.65"
"2019,3º Bimestre,LEGISLATIVA,AÇÃO LEGISLATIVA,19145530.0,17432739.18"
"2019,3º Bimestre,ESSENCIAL A JUSTIÇA,DEFESA DO INT. PUB NO PROC JUDIC,304377.54,290892.56"
"2019,3º Bimestre,ESSENCIAL A JUSTIÇA,REPRESENTAÇÃO JUDICIAL E EXTRAJUDICIAL,2002726.48,2067577.91"
"2019,3º Bimestre,ESSENCIAL A JUSTIÇA,ADMINISTRAÇÃO GERAL,5135179.84,5506277.21"
"2019,3º Bimestre,ADMINISTRAÇÃO,PLANEJAMENTO E ORÇAMENTO,0.0,0.0"
"2019,3º Bimestre,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,9074981.08,76308100.36"
"2019,3º Bimestre,ADMINISTRAÇÃO,TECNOLOGIA DA INFORMAÇÃO,4856156.9,8800019.47"
"2019,3º Bimestre,ADMINISTRAÇÃO,FORMAÇÃO DE RECURSOS HUMANOS,155340.82,152171.75"
"2019,3º Bimestre,ADMINISTRAÇÃO,ADMINISTRAÇÃO DE RECEITAS,611807.14,926999.33"
"2019,3º Bimestre,ADMINISTRAÇÃO,COMUNICAÇÃO SOCIAL,900.0,1725000.0"
"2019,3º Bimestre,ADMINISTRAÇÃO,ASSISTENCIA A CRIANÇA E AO ADOLESCENTE,5000.0,17500.0"
"2019,3º Bimestre,SEGURANÇA PÚBLICA,ADMINISTRAÇÃO GERAL,14893605.19,16911813.48"
"2019,3º Bimestre,SEGURANÇA PÚBLICA,POLICIAMENTO,54958.13,401692.4"
"2019,3º Bimestre,SEGURANÇA PÚBLICA,DEFESA CIVIL,0.0,0.0"
"2019,3º Bimestre,SEGURANÇA PÚBLICA,INFORMAÇÃO E INTELIGENCIA,19072.78,0.0"
"2019,3º Bimestre,SEGURANÇA PÚBLICA,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,22152.78,0.0"
"2019,3º Bimestre,SEGURANÇA PÚBLICA,ASSISTENCIA COMUNITARIA,214184.03,0.0"
"2019,3º Bimestre,ASSISTÊNCIA SOCIAL,ADMINISTRAÇÃO GERAL,20737400.0,2321209.9"
"2019,3º Bimestre,ASSISTÊNCIA SOCIAL,COMUNICAÇÃO SOCIAL,0.0,0.0"
"2019,3º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA AO IDOSO,0.0,0.0"
"2019,3º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA AO PORTADOR DE DEFICIENCIA,29000.0,1679921.0"
"2019,3º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTENCIA A CRIANÇA E AO ADOLESCENTE,3400000.0,4681502.17"
"2019,3º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA COMUNITARIA,18000000.0,17239821.37"
"2019,3º Bimestre,PREVIDÊNCIA SOCIAL,PREVIDENCIA DO ESTATUTÁRIO,113563929.71,182697231.98"
"2019,3º Bimestre,SAÚDE,ATENÇÃO BÁSICA,101383246.8,105251922.24"
"2019,3º Bimestre,SAÚDE,ASSISTENCIA HOSPITALAR E AMBULATORIAL,143525869.2,176477933.97"
"2019,3º Bimestre,SAÚDE,VIGILANCIA SANITARIA,1814214.76,2333300.01"
"2019,3º Bimestre,SAÚDE,VIGILANCIA EPIDEMIOLÓGIA,1614214.76,1610046.39"
"2019,3º Bimestre,TRABALHO,ADMINISTRAÇÃO GERAL,470496.38,621848.94"
"2019,3º Bimestre,TRABALHO,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,0.0,0.0"
"2019,3º Bimestre,TRABALHO,FOMENTO AO TRABALHO,40573.38,10042.49"
"2019,3º Bimestre,EDUCAÇÃO,ENSINO FUNDAMENTAL,171052992.74,133360020.49"
"2019,3º Bimestre,EDUCAÇÃO,EDUCAÇÃO INFANTIL,45557761.66,49102396.4"
"2019,3º Bimestre,CULTURA,ADMINISTRAÇÃO GERAL,7264796.77,7305914.17"
"2019,3º Bimestre,CULTURA,COMUNICAÇÃO SOCIAL,20109.9,125500.0"
"2019,3º Bimestre,CULTURA,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,4973.13,0.0"
"2019,3º Bimestre,CULTURA,PAT. HISTORICO, ARTISTICO E ARQUEOLOGICO,998158.73,282300.02"
"2019,3º Bimestre,CULTURA,DIFUSÃO CULTURAL,35525.94,232720.57"
"2019,3º Bimestre,DIREITO DA CIDADANIA,DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS,5525.94,179276.0"
"2019,3º Bimestre,URBANISMO,ADMINISTRAÇÃO GERAL,15177261.53,16542101.19"
"2019,3º Bimestre,URBANISMO,NORMATIZAÇÃO E FISCALIZAÇÃO,809141.96,675503.81"
"2019,3º Bimestre,URBANISMO,COMUNICAÇÃO SOCIAL,7011.293,0.0"
"2019,3º Bimestre,URBANISMO,INFRA ESTRUTURA URBANA,28292586.43,18309719.52"
"2019,3º Bimestre,URBANISMO,SERVIÇOS URBANOS,94105577.47,36528241.85"
"2019,3º Bimestre,URBANISMO,TRANSPORTES COLETIVOS URBANOS,60016518.55,126970589.69"
"2019,3º Bimestre,URBANISMO,CONTROLE AMBIENTAL,0.0,0.0"
"2019,3º Bimestre,URBANISMO,RECUPERAÇÃO DE AREAS DEGRADADAS,0.0,283930.18"
"2019,3º Bimestre,HABITAÇÃO,HABITAÇÃO URBANA,1721450.0,1200000.0"
"2019,3º Bimestre,SANEAMENTO,SANEAMENTO BÁSICO URBANO,13821800.97,27928957.19"
"2019,3º Bimestre,SANEAMENTO,CONTROLE AMBIENTAL,0.0,0.0"
"2019,3º Bimestre,GESTÃO AMBIENTAL,ADMINISTRAÇÃO GERAL,10717908.29,10414378.17"
"2019,3º Bimestre,GESTÃO AMBIENTAL,VIGILANCIA SANITARIA,0.0,0.0"
"2019,3º Bimestre,GESTÃO AMBIENTAL,INFRA ESTRUTURA URBANA,0.0,0.0"
"2019,3º Bimestre,GESTÃO AMBIENTAL,PRESERVAÇÃO E CONS AMBIENTAL,1485346.37,1348706.92"
"2019,3º Bimestre,GESTÃO AMBIENTAL,CONTROLE AMBIENTAL,9565769.14,2941330.34"
"2019,3º Bimestre,GESTÃO AMBIENTAL,RECUPERAÇÃO DE AREAS DEGRADADAS,2661571.4,0.0"
"2019,3º Bimestre,INDÚSTRIA,PROMOÇÃO INDUSTRIAL,0.0,0.0"
"2019,3º Bimestre,COMÉRCIO E SERVIÇOS,ADMINISTRAÇÃO GERAL,5960968.2,460583.77"
"2019,3º Bimestre,COMÉRCIO E SERVIÇOS,COMUNICAÇÃO SOCIAL,63829.54,0.0"
"2019,3º Bimestre,COMÉRCIO E SERVIÇOS,COMERCIALIZAÇÃO,4166521.73,4972965.92"
"2019,3º Bimestre,COMÉRCIO E SERVIÇOS,TURISMO,4068742.35,56125.75"
"2019,3º Bimestre,DESPORTO E LAZER,ADMINISTRAÇÃO GERAL,4167800.0,3857119.6"
"2019,3º Bimestre,DESPORTO E LAZER,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,0.0,0.0"
"2019,3º Bimestre,DESPORTO E LAZER,DESPORTO DE RENDIMENTO,0.0,0.0"
"2019,3º Bimestre,DESPORTO E LAZER,DESPORTO COMUNITÁRIO,0.0,0.0"
"2019,3º Bimestre,DESPORTO E LAZER,LAZER,0.0,0.0"
"2019,3º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA INTERNA,47381463.43,29854332.28"
"2019,3º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA EXTERNA,18137621.67,8296253.36"
"2019,3º Bimestre,ENCARGOS ESPECIAIS,OUTROS ENCARGOS ESPECIAIS,14347079.65,13273868.66"
"2019,4º Bimestre,LEGISLATIVA,AÇÃO LEGISLATIVA,14713288.34,16184642.57"
